Site4,Year,Max Temp,Min Temp,Avg Temp,HDDs,CDDs,Precipitation Water Equiv,Snowfall,Snow/Ice Depth,Full Date
HOU,1995,84,71,77.5,0,12.5,0,0,0,12/3/95
HOU,1995,79,59,69,0,4,0,0,0,12/4/95
HOU,1995,79,64,71.5,0,6.5,0,0,0,12/5/95
HOU,1995,76,62,69,0,4,0,0,0,12/6/95
HOU,1995,67,56,61.5,3.5,0,0,0,0,12/7/95
HOU,1995,76,50,63,2,0,0.06,0,0,12/8/95
HOU,1995,50,37,43.5,21.5,0,0,0,0,12/9/95
HOU,1995,49,31,40,25,0,0,0,0,12/10/95
HOU,1995,67,34,50.5,14.5,0,0,0,0,12/11/95
HOU,1995,74,57,65.5,0,0.5,0,0,0,12/12/95
HOU,1995,81,57,69,0,4,0,0,0,12/13/95
HOU,1995,82,61,71.5,0,6.5,0,0,0,12/14/95
HOU,1995,81,63,72,0,7,0,0,0,12/15/95
HOU,1995,78,66,72,0,7,0,0,0,12/16/95
HOU,1995,71,60,65.5,0,0.5,4.18,0,0,12/17/95
HOU,1995,72,46,59,6,0,1.58,0,0,12/18/95
HOU,1995,50,40,45,20,0,0,0,0,12/19/95
HOU,1995,46,42,44,21,0,0,0,0,12/20/95
HOU,1995,44,40,42,23,0,0.25,0,0,12/21/95
HOU,1995,53,41,47,18,0,0.06,0,0,12/22/95
HOU,1995,49,38,43.5,21.5,0,0,0,0,12/23/95
HOU,1995,48,34,41,24,0,0,0,0,12/24/95
HOU,1995,59,45,52,13,0,0,0,0,12/25/95
HOU,1995,50,39,44.5,20.5,0,0,0,0,12/26/95
HOU,1995,63,35,49,16,0,0,0,0,12/27/95
HOU,1995,51,37,44,21,0,0,0,0,12/28/95
HOU,1995,54,32,43,22,0,0,0,0,12/29/95
HOU,1995,67,49,58,7,0,0.37,0,0,12/30/95
HOU,1995,72,56,64,1,0,0,0,0,12/31/95
HOU,1996,74,44,59,6,0,0.01,0,0,1/1/96
HOU,1996,47,40,43.5,21.5,0,0,0,0,1/2/96
HOU,1996,48,32,40,25,0,0,0,0,1/3/96
HOU,1996,70,36,53,12,0,0,0,0,1/4/96
HOU,1996,63,46,54.5,10.5,0,0.84,0,0,1/5/96
HOU,1996,46,33,39.5,25.5,0,0,0,0,1/6/96
HOU,1996,41,26,33.5,31.5,0,0,0,0,1/7/96
HOU,1996,47,23,35,30,0,0,0,0,1/8/96
HOU,1996,66,32,49,16,0,0,0,0,1/9/96
HOU,1996,67,41,54,11,0,0,0,0,1/10/96
HOU,1996,67,47,57,8,0,0,0,0,1/11/96
HOU,1996,70,41,55.5,9.5,0,0,0,0,1/12/96
HOU,1996,75,40,57.5,7.5,0,0,0,0,1/13/96
HOU,1996,75,43,59,6,0,0,0,0,1/14/96
HOU,1996,76,57,66.5,0,1.5,0,0,0,1/15/96
HOU,1996,75,60,67.5,0,2.5,0.05,0,0,1/16/96
HOU,1996,72,61,66.5,0,1.5,0,0,0,1/17/96
HOU,1996,69,31,50,15,0,0.18,0,0,1/18/96
HOU,1996,46,28,37,28,0,0,0,0,1/19/96
HOU,1996,58,37,47.5,17.5,0,0.09,0,0,1/20/96
HOU,1996,58,51,54.5,10.5,0,0,0,0,1/21/96
HOU,1996,71,53,62,3,0,0,0,0,1/22/96
HOU,1996,72,50,61,4,0,0.2,0,0,1/23/96
HOU,1996,58,38,48,17,0,0,0,0,1/24/96
HOU,1996,61,37,49,16,0,0.01,0,0,1/25/96
HOU,1996,71,44,57.5,7.5,0,0.36,0,0,1/26/96
HOU,1996,54,36,45,20,0,0,0,0,1/27/96
HOU,1996,61,36,48.5,16.5,0,0,0,0,1/28/96
HOU,1996,78,58,68,0,3,0.01,0,0,1/29/96
HOU,1996,78,48,63,2,0,0,0,0,1/30/96
HOU,1996,48,37,42.5,22.5,0,0,0,0,1/31/96
HOU,1996,41,34,37.5,27.5,0,0.04,0,0,2/1/96
HOU,1996,34,29,31.5,33.5,0,0.08,0,0,2/2/96
HOU,1996,36,26,31,34,0,0,0,0,2/3/96
HOU,1996,41,24,32.5,32.5,0,0,0,0,2/4/96
HOU,1996,56,24,40,25,0,0,0,0,2/5/96
HOU,1996,64,50,57,8,0,0,0,0,2/6/96
HOU,1996,75,55,65,0,0,0,0,0,2/7/96
HOU,1996,75,53,64,1,0,0,0,0,2/8/96
HOU,1996,77,58,67.5,0,2.5,0,0,0,2/9/96
HOU,1996,80,64,72,0,7,0,0,0,2/10/96
HOU,1996,68,51,59.5,5.5,0,0.01,0,0,2/11/96
HOU,1996,65,43,54,11,0,0,0,0,2/12/96
HOU,1996,71,39,55,10,0,0,0,0,2/13/96
HOU,1996,78,48,63,2,0,0,0,0,2/14/96
HOU,1996,76,55,65.5,0,0.5,0,0,0,2/15/96
HOU,1996,55,42,48.5,16.5,0,0,0,0,2/16/96
HOU,1996,66,35,50.5,14.5,0,0,0,0,2/17/96
HOU,1996,75,46,60.5,4.5,0,0,0,0,2/18/96
HOU,1996,84,55,69.5,0,4.5,0,0,0,2/19/96
HOU,1996,84,49,66.5,0,1.5,0,0,0,2/20/96
HOU,1996,86,64,75,0,10,0,0,0,2/21/96
HOU,1996,86,64,75,0,10,0,0,0,2/22/96
HOU,1996,86,66,76,0,11,0,0,0,2/23/96
HOU,1996,75,61,68,0,3,0,0,0,2/24/96
HOU,1996,80,64,72,0,7,0,0,0,2/25/96
HOU,1996,81,67,74,0,9,0,0,0,2/26/96
HOU,1996,81,67,74,0,9,0,0,0,2/27/96
HOU,1996,68,43,55.5,9.5,0,0.41,0,0,2/28/96
HOU,1996,48,40,44,21,0,0.64,0,0,2/29/96
HOU,1996,55,41,48,17,0,0,0,0,3/1/96
HOU,1996,65,35,50,15,0,0,0,0,3/2/96
HOU,1996,70,38,54,11,0,0,0,0,3/3/96
HOU,1996,74,56,65,0,0,0,0,0,3/4/96
HOU,1996,76,65,70.5,0,5.5,0,0,0,3/5/96
HOU,1996,77,47,62,3,0,0,0,0,3/6/96
HOU,1996,51,36,43.5,21.5,0,0,0,0,3/7/96
HOU,1996,50,31,40.5,24.5,0,0,0,0,3/8/96
HOU,1996,50,30,40,25,0,0,0,0,3/9/96
HOU,1996,56,32,44,21,0,0,0,0,3/10/96
HOU,1996,60,38,49,16,0,0,0,0,3/11/96
HOU,1996,70,41,55.5,9.5,0,0,0,0,3/12/96
HOU,1996,76,51,63.5,1.5,0,0,0,0,3/13/96
HOU,1996,76,56,66,0,1,0,0,0,3/14/96
HOU,1996,79,64,71.5,0,6.5,0,0,0,3/15/96
HOU,1996,75,63,69,0,4,0.03,0,0,3/16/96
HOU,1996,82,60,71,0,6,0,0,0,3/17/96
HOU,1996,64,50,57,8,0,0,0,0,3/18/96
HOU,1996,68,44,56,9,0,0,0,0,3/19/96
HOU,1996,62,41,51.5,13.5,0,0,0,0,3/20/96
HOU,1996,70,34,52,13,0,0,0,0,3/21/96
HOU,1996,74,42,58,7,0,0,0,0,3/22/96
HOU,1996,75,51,63,2,0,0,0,0,3/23/96
HOU,1996,74,61,67.5,0,2.5,0.14,0,0,3/24/96
HOU,1996,68,55,61.5,3.5,0,0.05,0,0,3/25/96
HOU,1996,56,48,52,13,0,0,0,0,3/26/96
HOU,1996,63,48,55.5,9.5,0,0,0,0,3/27/96
HOU,1996,69,46,57.5,7.5,0,0,0,0,3/28/96
HOU,1996,72,47,59.5,5.5,0,0.04,0,0,3/29/96
HOU,1996,85,62,73.5,0,8.5,0,0,0,3/30/96
HOU,1996,73,60,66.5,0,1.5,0,0,0,3/31/96
HOU,1996,75,52,63.5,1.5,0,0,0,0,4/1/96
HOU,1996,73,44,58.5,6.5,0,0,0,0,4/2/96
HOU,1996,77,55,66,0,1,0,0,0,4/3/96
HOU,1996,79,61,70,0,5,0,0,0,4/4/96
HOU,1996,65,44,54.5,10.5,0,0.09,0,0,4/5/96
HOU,1996,66,43,54.5,10.5,0,0.01,0,0,4/6/96
HOU,1996,71,43,57,8,0,0,0,0,4/7/96
HOU,1996,81,47,64,1,0,0,0,0,4/8/96
HOU,1996,86,52,69,0,4,0,0,0,4/9/96
HOU,1996,81,59,70,0,5,0,0,0,4/10/96
HOU,1996,81,64,72.5,0,7.5,0,0,0,4/11/96
HOU,1996,75,68,71.5,0,6.5,0.06,0,0,4/12/96
HOU,1996,91,67,79,0,14,0,0,0,4/13/96
HOU,1996,86,69,77.5,0,12.5,0,0,0,4/14/96
HOU,1996,75,54,64.5,0.5,0,0,0,0,4/15/96
HOU,1996,73,45,59,6,0,0,0,0,4/16/96
HOU,1996,78,56,67,0,2,0,0,0,4/17/96
HOU,1996,87,67,77,0,12,0.01,0,0,4/18/96
HOU,1996,86,71,78.5,0,13.5,0,0,0,4/19/96
HOU,1996,88,69,78.5,0,13.5,0,0,0,4/20/96
HOU,1996,81,68,74.5,0,9.5,0,0,0,4/21/96
HOU,1996,81,65,73,0,8,1.02,0,0,4/22/96
HOU,1996,81,55,68,0,3,0,0,0,4/23/96
HOU,1996,80,54,67,0,2,0,0,0,4/24/96
HOU,1996,84,59,71.5,0,6.5,0,0,0,4/25/96
HOU,1996,79,69,74,0,9,0,0,0,4/26/96
HOU,1996,85,67,76,0,11,0,0,0,4/27/96
HOU,1996,86,72,79,0,14,0,0,0,4/28/96
HOU,1996,75,56,65.5,0,0.5,0.43,0,0,4/29/96
HOU,1996,75,46,60.5,4.5,0,0,0,0,4/30/96
HOU,1996,78,51,64.5,0.5,0,0,0,0,5/1/96
HOU,1996,81,64,72.5,0,7.5,0,0,0,5/2/96
HOU,1996,82,68,75,0,10,0,0,0,5/3/96
HOU,1996,85,69,77,0,12,0,0,0,5/4/96
HOU,1996,85,74,79.5,0,14.5,0,0,0,5/5/96
HOU,1996,85,73,79,0,14,0,0,0,5/6/96
HOU,1996,85,72,78.5,0,13.5,0,0,0,5/7/96
HOU,1996,86,72,79,0,14,0,0,0,5/8/96
HOU,1996,85,74,79.5,0,14.5,0,0,0,5/9/96
HOU,1996,87,75,81,0,16,0,0,0,5/10/96
HOU,1996,89,71,80,0,15,0.27,0,0,5/11/96
HOU,1996,86,71,78.5,0,13.5,0,0,0,5/12/96
HOU,1996,86,68,77,0,12,0,0,0,5/13/96
HOU,1996,86,68,77,0,12,0,0,0,5/14/96
HOU,1996,87,71,79,0,14,0,0,0,5/15/96
HOU,1996,88,69,78.5,0,13.5,0,0,0,5/16/96
HOU,1996,90,71,80.5,0,15.5,0,0,0,5/17/96
HOU,1996,89,72,80.5,0,15.5,0,0,0,5/18/96
HOU,1996,89,69,79,0,14,0,0,0,5/19/96
HOU,1996,90,70,80,0,15,0,0,0,5/20/96
HOU,1996,93,70,81.5,0,16.5,0,0,0,5/21/96
HOU,1996,92,68,80,0,15,0,0,0,5/22/96
HOU,1996,92,70,81,0,16,0,0,0,5/23/96
HOU,1996,90,73,81.5,0,16.5,0,0,0,5/24/96
HOU,1996,91,74,82.5,0,17.5,0,0,0,5/25/96
HOU,1996,90,78,84,0,19,0.04,0,0,5/26/96
HOU,1996,91,78,84.5,0,19.5,0,0,0,5/27/96
HOU,1996,93,79,86,0,21,0,0,0,5/28/96
HOU,1996,95,77,86,0,21,0,0,0,5/29/96
HOU,1996,90,74,82,0,17,0,0,0,5/30/96
HOU,1996,91,74,82.5,0,17.5,0,0,0,5/31/96
HOU,1996,90,76,83,0,18,0,0,0,6/1/96
HOU,1996,95,67,81,0,16,1.02,0,0,6/2/96
HOU,1996,88,73,80.5,0,15.5,0.28,0,0,6/3/96
HOU,1996,86,70,78,0,13,0.23,0,0,6/4/96
HOU,1996,91,69,80,0,15,0,0,0,6/5/96
HOU,1996,90,71,80.5,0,15.5,0,0,0,6/6/96
HOU,1996,89,73,81,0,16,0,0,0,6/7/96
HOU,1996,88,67,77.5,0,12.5,0,0,0,6/8/96
HOU,1996,89,65,77,0,12,0,0,0,6/9/96
HOU,1996,91,68,79.5,0,14.5,0,0,0,6/10/96
HOU,1996,92,72,82,0,17,0,0,0,6/11/96
HOU,1996,93,75,84,0,19,0,0,0,6/12/96
HOU,1996,93,74,83.5,0,18.5,0,0,0,6/13/96
HOU,1996,93,76,84.5,0,19.5,0,0,0,6/14/96
HOU,1996,93,75,84,0,19,0.64,0,0,6/15/96
HOU,1996,94,74,84,0,19,0,0,0,6/16/96
HOU,1996,96,75,85.5,0,20.5,0,0,0,6/17/96
HOU,1996,96,76,86,0,21,0,0,0,6/18/96
HOU,1996,96,75,85.5,0,20.5,0,0,0,6/19/96
HOU,1996,87,73,80,0,15,0.54,0,0,6/20/96
HOU,1996,88,73,80.5,0,15.5,0.04,0,0,6/21/96
HOU,1996,87,74,80.5,0,15.5,0.3,0,0,6/22/96
HOU,1996,85,74,79.5,0,14.5,1.92,0,0,6/23/96
HOU,1996,86,74,80,0,15,0.52,0,0,6/24/96
HOU,1996,82,73,77.5,0,12.5,3.3,0,0,6/25/96
HOU,1996,91,76,83.5,0,18.5,0,0,0,6/26/96
HOU,1996,92,76,84,0,19,0,0,0,6/27/96
HOU,1996,89,74,81.5,0,16.5,0.52,0,0,6/28/96
HOU,1996,90,74,82,0,17,0,0,0,6/29/96
HOU,1996,91,75,83,0,18,0,0,0,6/30/96
HOU,1996,92,73,82.5,0,17.5,0,0,0,7/1/96
HOU,1996,92,75,83.5,0,18.5,0,0,0,7/2/96
HOU,1996,93,75,84,0,19,0,0,0,7/3/96
HOU,1996,94,75,84.5,0,19.5,0,0,0,7/4/96
HOU,1996,94,71,82.5,0,17.5,0,0,0,7/5/96
HOU,1996,95,77,86,0,21,0,0,0,7/6/96
HOU,1996,95,78,86.5,0,21.5,0,0,0,7/7/96
HOU,1996,94,78,86,0,21,0,0,0,7/8/96
HOU,1996,95,80,87.5,0,22.5,0,0,0,7/9/96
HOU,1996,95,76,85.5,0,20.5,0,0,0,7/10/96
HOU,1996,95,77,86,0,21,0,0,0,7/11/96
HOU,1996,95,76,85.5,0,20.5,0,0,0,7/12/96
HOU,1996,93,77,85,0,20,0,0,0,7/13/96
HOU,1996,95,78,86.5,0,21.5,0,0,0,7/14/96
HOU,1996,92,77,84.5,0,19.5,1.00E-04,0,0,7/15/96
HOU,1996,94,77,85.5,0,20.5,0,0,0,7/16/96
HOU,1996,94,76,85,0,20,1.00E-04,0,0,7/17/96
HOU,1996,90,77,83.5,0,18.5,0.02,0,0,7/18/96
HOU,1996,94,76,85,0,20,0,0,0,7/19/96
HOU,1996,96,74,85,0,20,0,0,0,7/20/96
HOU,1996,96,75,85.5,0,20.5,0,0,0,7/21/96
HOU,1996,96,76,86,0,21,0,0,0,7/22/96
HOU,1996,97,77,87,0,22,0,0,0,7/23/96
HOU,1996,95,79,87,0,22,0,0,0,7/24/96
HOU,1996,90,74,82,0,17,1.00E-04,0,0,7/25/96
HOU,1996,88,76,82,0,17,0.13,0,0,7/26/96
HOU,1996,93,75,84,0,19,0,0,0,7/27/96
HOU,1996,93,76,84.5,0,19.5,0,0,0,7/28/96
HOU,1996,96,76,86,0,21,0,0,0,7/29/96
HOU,1996,95,76,85.5,0,20.5,0.01,0,0,7/30/96
HOU,1996,97,76,86.5,0,21.5,0,0,0,7/31/96
HOU,1996,96,77,86.5,0,21.5,0,0,0,8/1/96
HOU,1996,97,77,87,0,22,0,0,0,8/2/96
HOU,1996,96,77,86.5,0,21.5,0,0,0,8/3/96
HOU,1996,96,76,86,0,21,0,0,0,8/4/96
HOU,1996,96,78,87,0,22,0,0,0,8/5/96
HOU,1996,90,77,83.5,0,18.5,0.02,0,0,8/6/96
HOU,1996,94,75,84.5,0,19.5,0,0,0,8/7/96
HOU,1996,91,77,84,0,19,0.05,0,0,8/8/96
HOU,1996,92,76,84,0,19,0.36,0,0,8/9/96
HOU,1996,92,73,82.5,0,17.5,0.84,0,0,8/10/96
HOU,1996,94,73,83.5,0,18.5,0.08,0,0,8/11/96
HOU,1996,95,75,85,0,20,1.00E-04,0,0,8/12/96
HOU,1996,94,73,83.5,0,18.5,0.38,0,0,8/13/96
HOU,1996,89,75,82,0,17,0,0,0,8/14/96
HOU,1996,90,74,82,0,17,0.08,0,0,8/15/96
HOU,1996,92,72,82,0,17,1.00E-04,0,0,8/16/96
HOU,1996,91,72,81.5,0,16.5,0.08,0,0,8/17/96
HOU,1996,91,73,82,0,17,0.07,0,0,8/18/96
HOU,1996,90,72,81,0,16,1.16,0,0,8/19/96
HOU,1996,92,73,82.5,0,17.5,0,0,0,8/20/96
HOU,1996,88,75,81.5,0,16.5,0.14,0,0,8/21/96
HOU,1996,78,75,76.5,0,11.5,1.12,0,0,8/22/96
HOU,1996,86,74,80,0,15,1.07,0,0,8/23/96
HOU,1996,88,75,81.5,0,16.5,0,0,0,8/24/96
HOU,1996,87,74,80.5,0,15.5,0,0,0,8/25/96
HOU,1996,87,74,80.5,0,15.5,0.7,0,0,8/26/96
HOU,1996,88,73,80.5,0,15.5,0.02,0,0,8/27/96
HOU,1996,89,74,81.5,0,16.5,0.72,0,0,8/28/96
HOU,1996,88,74,81,0,16,0.52,0,0,8/29/96
HOU,1996,78,74,76,0,11,1.23,0,0,8/30/96
HOU,1996,85,73,79,0,14,1.00E-04,0,0,8/31/96
HOU,1996,86,74,80,0,15,0.09,0,0,9/1/96
HOU,1996,89,73,81,0,16,0.05,0,0,9/2/96
HOU,1996,91,74,82.5,0,17.5,1.27,0,0,9/3/96
HOU,1996,91,72,81.5,0,16.5,0,0,0,9/4/96
HOU,1996,88,74,81,0,16,0,0,0,9/5/96
HOU,1996,90,72,81,0,16,0,0,0,9/6/96
HOU,1996,89,74,81.5,0,16.5,0.42,0,0,9/7/96
HOU,1996,87,74,80.5,0,15.5,0.03,0,0,9/8/96
HOU,1996,87,75,81,0,16,0.5,0,0,9/9/96
HOU,1996,91,74,82.5,0,17.5,0,0,0,9/10/96
HOU,1996,90,73,81.5,0,16.5,0,0,0,9/11/96
HOU,1996,89,71,80,0,15,0,0,0,9/12/96
HOU,1996,84,73,78.5,0,13.5,0,0,0,9/13/96
HOU,1996,89,71,80,0,15,0,0,0,9/14/96
HOU,1996,90,76,83,0,18,0.04,0,0,9/15/96
HOU,1996,93,78,85.5,0,20.5,0.04,0,0,9/16/96
HOU,1996,92,76,84,0,19,0.18,0,0,9/17/96
HOU,1996,84,73,78.5,0,13.5,1.72,0,0,9/18/96
HOU,1996,88,72,80,0,15,0.84,0,0,9/19/96
HOU,1996,86,71,78.5,0,13.5,0.32,0,0,9/20/96
HOU,1996,88,73,80.5,0,15.5,0,0,0,9/21/96
HOU,1996,87,69,78,0,13,0,0,0,9/22/96
HOU,1996,89,69,79,0,14,0,0,0,9/23/96
HOU,1996,87,72,79.5,0,14.5,0.55,0,0,9/24/96
HOU,1996,88,71,79.5,0,14.5,0.1,0,0,9/25/96
HOU,1996,89,76,82.5,0,17.5,0.19,0,0,9/26/96
HOU,1996,84,60,72,0,7,0.65,0,0,9/27/96
HOU,1996,74,59,66.5,0,1.5,0,0,0,9/28/96
HOU,1996,76,56,66,0,1,0,0,0,9/29/96
HOU,1996,78,58,68,0,3,0,0,0,9/30/96
HOU,1996,84,59,71.5,0,6.5,,0,,10/1/96
HOU,1996,88,73,80.5,0,15.5,,0,,10/2/96
HOU,1996,85,72,78.5,0,13.5,,0,,10/3/96
HOU,1996,79,69,74,0,9,,0,,10/4/96
HOU,1996,72,66,69,0,4,,0,,10/5/96
HOU,1996,81,65,73,0,8,,0,,10/6/96
HOU,1996,82,65,73.5,0,8.5,,0,,10/7/96
HOU,1996,83,63,73,0,8,,0,,10/8/96
HOU,1996,81,60,70.5,0,5.5,,0,,10/9/96
HOU,1996,85,61,73,0,8,,0,,10/10/96
HOU,1996,77,60,68.5,0,3.5,,0,,10/11/96
HOU,1996,79,59,69,0,4,,0,,10/12/96
HOU,1996,82,58,70,0,5,,0,,10/13/96
HOU,1996,79,66,72.5,0,7.5,,0,,10/14/96
HOU,1996,81,66,73.5,0,8.5,,0,,10/15/96
HOU,1996,80,71,75.5,0,10.5,,0,,10/16/96
HOU,1996,89,67,78,0,13,,0,,10/17/96
HOU,1996,76,55,65.5,0,0.5,,0,,10/18/96
HOU,1996,75,52,63.5,1.5,0,,0,,10/19/96
HOU,1996,83,63,73,0,8,,0,,10/20/96
HOU,1996,85,74,79.5,0,14.5,,0,,10/21/96
HOU,1996,78,45,61.5,3.5,0,,0,,10/22/96
HOU,1996,74,44,59,6,0,,0,,10/23/96
HOU,1996,68,57,62.5,2.5,0,,0,,10/24/96
HOU,1996,74,62,68,0,3,,0,,10/25/96
HOU,1996,84,67,75.5,0,10.5,,0,,10/26/96
HOU,1996,84,74,79,0,14,,0,,10/27/96
HOU,1996,83,71,77,0,12,,0,,10/28/96
HOU,1996,84,67,75.5,0,10.5,,0,,10/29/96
HOU,1996,85,72,78.5,0,13.5,,0,,10/30/96
HOU,1996,83,71,77,0,12,,0,,10/31/96
HOU,1996,85,55,70,0,5,1.00E-04,0,0,11/1/96
HOU,1996,67,49,58,7,0,0.01,0,0,11/2/96
HOU,1996,67,47,57,8,0,0,0,0,11/3/96
HOU,1996,76,48,62,3,0,0,0,0,11/4/96
HOU,1996,80,68,74,0,9,0,0,0,11/5/96
HOU,1996,84,65,74.5,0,9.5,0,0,0,11/6/96
HOU,1996,77,53,65,0,0,0.14,0,0,11/7/96
HOU,1996,70,44,57,8,0,0,0,0,11/8/96
HOU,1996,68,40,54,11,0,0,0,0,11/9/96
HOU,1996,76,46,61,4,0,0,0,0,11/10/96
HOU,1996,80,50,65,0,0,0,0,0,11/11/96
HOU,1996,77,56,66.5,0,1.5,0,0,0,11/12/96
HOU,1996,75,59,67,0,2,0,0,0,11/13/96
HOU,1996,78,59,68.5,0,3.5,0,0,0,11/14/96
HOU,1996,76,65,70.5,0,5.5,0,0,0,11/15/96
HOU,1996,80,69,74.5,0,9.5,0.02,0,0,11/16/96
HOU,1996,83,64,73.5,0,8.5,0,0,0,11/17/96
HOU,1996,72,60,66,0,1,0,0,0,11/18/96
HOU,1996,80,65,72.5,0,7.5,0.01,0,0,11/19/96
HOU,1996,83,65,74,0,9,0,0,0,11/20/96
HOU,1996,82,68,75,0,10,0,0,0,11/21/96
HOU,1996,69,61,65,0,0,0,0,0,11/22/96
HOU,1996,81,63,72,0,7,1.00E-04,0,0,11/23/96
HOU,1996,74,38,56,9,0,1.1,0,0,11/24/96
HOU,1996,48,36,42,23,0,0.01,0,0,11/25/96
HOU,1996,52,37,44.5,20.5,0,0,0,0,11/26/96
HOU,1996,52,40,46,19,0,0,0,0,11/27/96
HOU,1996,58,46,52,13,0,0,0,0,11/28/96
HOU,1996,73,55,64,1,0,0.22,0,0,11/29/96
HOU,1996,77,52,64.5,0.5,0,0.02,0,0,11/30/96
HOU,1996,59,40,49.5,15.5,0,0,0,0,12/1/96
HOU,1996,69,36,52.5,12.5,0,0,0,0,12/2/96
HOU,1996,69,48,58.5,6.5,0,0,0,0,12/3/96
HOU,1996,65,54,59.5,5.5,0,0.03,0,0,12/4/96
HOU,1996,73,58,65.5,0,0.5,1.00E-04,0,0,12/5/96
HOU,1996,77,58,67.5,0,2.5,0,0,0,12/6/96
HOU,1996,76,55,65.5,0,0.5,0,0,0,12/7/96
HOU,1996,68,46,57,8,0,0,0,0,12/8/96
HOU,1996,74,41,57.5,7.5,0,0,0,0,12/9/96
HOU,1996,78,58,68,0,3,0,0,0,12/10/96
HOU,1996,80,66,73,0,8,0,0,0,12/11/96
HOU,1996,77,62,69.5,0,4.5,0,0,0,12/12/96
HOU,1996,75,54,64.5,0.5,0,0,0,0,12/13/96
HOU,1996,78,62,70,0,5,0,0,0,12/14/96
HOU,1996,70,40,55,10,0,1.34,0,0,12/15/96
HOU,1996,44,36,40,25,0,0.43,0,0,12/16/96
HOU,1996,59,33,46,19,0,1.00E-04,1.00E-03,0,12/17/96
HOU,1996,40,31,35.5,29.5,0,1.00E-04,1.00E-03,0,12/18/96
HOU,1996,43,25,34,31,0,0,0,0,12/19/96
HOU,1996,47,27,37,28,0,0,0,0,12/20/96
HOU,1996,73,43,58,7,0,1.00E-04,0,0,12/21/96
HOU,1996,73,65,69,0,4,0.01,0,0,12/22/96
HOU,1996,78,65,71.5,0,6.5,0,0,0,12/23/96
HOU,1996,65,40,52.5,12.5,0,1.00E-04,0,0,12/24/96
HOU,1996,57,37,47,18,0,0,0,0,12/25/96
HOU,1996,72,53,62.5,2.5,0,0.15,0,0,12/26/96
HOU,1996,67,58,62.5,2.5,0,0,0,0,12/27/96
HOU,1996,80,64,72,0,7,1.00E-04,0,0,12/28/96
HOU,1996,75,64,69.5,0,4.5,1.00E-04,0,0,12/29/96
HOU,1996,76,63,69.5,0,4.5,0.06,0,0,12/30/96
HOU,1996,72,60,66,0,1,0.79,0,0,12/31/96
HOU,1997,66,60,63,2,0,0.57,0,0,1/1/97
HOU,1997,75,64,69.5,0,4.5,1.00E-04,0,0,1/2/97
HOU,1997,78,68,73,0,8,0,0,0,1/3/97
HOU,1997,77,66,71.5,0,6.5,0,0,0,1/4/97
HOU,1997,73,58,65.5,0,0.5,0,0,0,1/5/97
HOU,1997,58,44,51,14,0,0.1,0,0,1/6/97
HOU,1997,44,40,42,23,0,0.14,0,0,1/7/97
HOU,1997,41,37,39,26,0,0.28,0,0,1/8/97
HOU,1997,50,33,41.5,23.5,0,0,0,0,1/9/97
HOU,1997,64,35,49.5,15.5,0,0,0,0,1/10/97
HOU,1997,45,30,37.5,27.5,0,0,0,0,1/11/97
HOU,1997,40,32,36,29,0,0.38,0,0,1/12/97
HOU,1997,34,31,32.5,32.5,0,0.37,0,0,1/13/97
HOU,1997,36,31,33.5,31.5,0,0,0,0,1/14/97
HOU,1997,60,35,47.5,17.5,0,1.00E-04,0,0,1/15/97
HOU,1997,54,39,46.5,18.5,0,0,0,0,1/16/97
HOU,1997,45,33,39,26,0,0,0,0,1/17/97
HOU,1997,50,33,41.5,23.5,0,0,0,0,1/18/97
HOU,1997,63,38,50.5,14.5,0,0,0,0,1/19/97
HOU,1997,64,53,58.5,6.5,0,0.23,0,0,1/20/97
HOU,1997,71,56,63.5,1.5,0,0.25,0,0,1/21/97
HOU,1997,74,59,66.5,0,1.5,0,0,0,1/22/97
HOU,1997,71,58,64.5,0.5,0,0.1,0,0,1/23/97
HOU,1997,78,59,68.5,0,3.5,0,0,0,1/24/97
HOU,1997,67,51,59,6,0,0,0,0,1/25/97
HOU,1997,74,49,61.5,3.5,0,0,0,0,1/26/97
HOU,1997,78,44,61,4,0,4.1,0,0,1/27/97
HOU,1997,43,33,38,27,0,0,0,0,1/28/97
HOU,1997,56,41,48.5,16.5,0,0,0,0,1/29/97
HOU,1997,62,36,49,16,0,0,0,0,1/30/97
HOU,1997,67,41,54,11,0,0,0,0,1/31/97
HOU,1997,77,56,66.5,0,1.5,0,0,0,2/1/97
HOU,1997,80,66,73,0,8,0,0,0,2/2/97
HOU,1997,77,65,71,0,6,0.03,0,0,2/3/97
HOU,1997,75,59,67,0,2,0,0,0,2/4/97
HOU,1997,65,49,57,8,0,0,0,0,2/5/97
HOU,1997,55,47,51,14,0,0,0,0,2/6/97
HOU,1997,63,47,55,10,0,0.4,0,0,2/7/97
HOU,1997,50,44,47,18,0,0,0,0,2/8/97
HOU,1997,53,43,48,17,0,0.02,0,0,2/9/97
HOU,1997,56,45,50.5,14.5,0,0.01,0,0,2/10/97
HOU,1997,56,40,48,17,0,0.02,0,0,2/11/97
HOU,1997,60,48,54,11,0,3.54,0,0,2/12/97
HOU,1997,52,45,48.5,16.5,0,1.00E-04,0,0,2/13/97
HOU,1997,53,42,47.5,17.5,0,1.00E-04,0,0,2/14/97
HOU,1997,61,40,50.5,14.5,0,0,0,0,2/15/97
HOU,1997,67,35,51,14,0,0,0,0,2/16/97
